Unnamed: 0.1,Unnamed: 0,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
13963018,6364029,1436,2012-02-15 22:09:52,2012-02-17 12:12:00,42,1.2 - 3.5 µm,70.71,1.0447,0.0552,0.0546,0.1941,0.39104,0.0028,0.1917,0.2726,0.0101,0.0104,0.065,0.049,0.0,329.06,29.9814,0.0927,0.8978,0.0048,346.0417,1.6126,0.01,2.509,4.3802,0.6184,0.0,20.9448,0.0,0.0,9.2232,0.0
11499359,2804162,1189,2011-04-03 05:52:49,2011-04-13 03:13:06,42,1.2 - 3.5 µm,17.358,1.6281,0.022,0.0969,0.1406,0.00125,2.2937,0.0006,1.09,0.0051,0.0042,0.259,0.0,0.471,518.27,0.0,0.0,1.4768,2.5598,647.37,1.6143,0.864,0.544,1.5481,0.076,0.0194,20.3637,0.0195,6.2324,0.7315,0.0
5148781,1041443,1257,2011-10-01 16:35:51,2011-02-17 00:13:19,42,0.14 - 0.42 µm,17.358,0.0304,0.0,0.0511,0.1653,0.00125,0.0028,0.2465,1.9609,0.0105,0.0019,0.259,0.049,0.195,329.06,28.2838,1.786,0.0,16.3906,346.0417,1.1283,0.388,0.0,0.0,0.3397,0.0,0.0,3.6461,36.2566,0.0,0.0
3714457,11712983,1151,2010-03-16 15:07:45,2011-02-17 00:13:19,42,1.2 - 3.5 µm,17.358,0.0,0.0352,0.1074,0.4059,0.18939,1.8843,0.184,0.5901,0.008,0.0,0.259,0.087,0.0,976.34,28.2838,0.0,0.8978,0.4499,25.6911,0.3857,0.73,2.793,0.0,0.082,0.0,7.5875,0.0,0.0,1.722,1.032
7979522,11355335,1137,2012-01-29 15:34:39,2011-07-30 21:24:22,42,3.5 - 10 µm,17.995,3.0108,0.022,0.0001,0.3558,0.94356,0.4245,0.4689,0.1514,0.0016,0.004,0.259,0.048,0.03,786.77,22.4441,0.0,0.0,11.5896,0.0,0.2929,0.388,1.106,0.6276,0.368,0.0431,5.0209,3.8993,34.7756,0.0,0.0
6368413,13760060,1204,2011-11-05 23:55:47,2011-01-12 00:01:17,42,1.2 - 3.5 µm,34.904,0.0,0.0335,0.0001,0.3019,0.38161,0.0028,0.3471,0.757,0.0166,0.0111,0.323,0.146,0.0,878.74,0.0,0.0,0.0,41.8063,537.2541,0.0072,0.827,1.106,0.5178,0.0395,0.1027,5.0209,0.3221,19.7502,0.0,2.306
4918272,8224720,1252,2010-01-21 10:08:38,2010-09-05 07:48:54,42,0.05 - 0.14 µm,17.358,2.8249,0.0,0.0311,0.0,0.41616,1.1012,0.0006,0.8559,0.0018,0.0,0.03,0.062,0.0,329.06,0.0,0.8268,1.2946,0.0048,0.0,0.0072,0.552,1.387,0.0,0.0614,0.0431,9.2485,0.7306,0.0,0.3042,1.032
11908991,7215381,1412,2011-10-15 04:58:55,2010-10-16 06:27:50,42,0.42 - 1.2 µm,21.413,0.9941,0.022,0.0546,0.2004,0.38031,4.8514,0.1917,0.6434,0.0236,0.0008,0.0,0.124,0.307,1297.27,57.7289,0.0,0.4455,0.0048,2430.4435,2.2372,0.01,1.106,2.9916,0.112,0.0665,9.5974,1.6015,0.0,0.0,0.326
4310689,16666055,1301,2010-05-02 07:10:40,2011-06-08 01:57:58,42,3.5 - 10 µm,28.875,1.2703,0.0283,0.0001,0.1406,0.16492,5.6064,0.3236,0.759,0.0009,0.0224,0.228,0.047,0.263,662.88,0.0,0.0,1.7488,9.2492,346.0417,0.0833,0.267,0.0,0.0968,0.0,0.0,13.5259,4.5938,6.2324,1.7202,3.315
13579017,1644021,1303,2011-01-21 06:11:54,2011-02-17 00:13:19,42,3.5 - 10 µm,22.077,0.1962,0.0309,0.0805,0.0,0.45698,0.0292,0.3828,0.0,0.022,0.0002,0.259,0.0,0.331,329.06,0.0,0.0,2.5028,9.3817,883.003,0.0072,0.388,0.56,0.0,0.0,0.0006,4.6668,0.0,6.2324,2.9329,5.485
10089645,855451,1220,2012-02-20 11:33:03,2010-12-01 10:05:59,42,0.05 - 0.14 µm,0.009,0.0,0.022,0.0546,0.4183,0.12731,0.2042,0.0006,0.8295,0.0039,0.0,0.55,0.049,0.395,48.78,0.0,2.3948,0.0,3.7369,346.0417,0.3078,0.388,4.563,0.5178,0.2246,0.006,5.0209,0.2075,16.8605,5.5366,3.537
15999078,12690889,1100,2010-01-11 18:13:26,2010-03-21 13:42:14,42,1.2 - 3.5 µm,24.088,3.1043,0.0355,0.1291,0.16,0.00125,8.3513,0.0721,0.7971,0.0,0.0042,0.162,0.004,0.307,329.06,28.2838,1.4189,2.605,0.0048,346.0417,0.0072,0.01,0.0,0.0,0.0109,0.0706,0.1696,1.1439,0.0,4.0297,0.947
1348159,2525113,1144,2010-02-04 16:31:25,2010-03-06 22:06:25,42,1.2 - 3.5 µm,17.358,0.0,0.0,0.0175,0.1406,0.28245,5.5225,0.0988,0.3354,0.0062,0.0212,0.025,0.035,0.283,402.73,28.2838,0.0,1.2479,0.0048,390.1635,0.5198,0.813,0.378,0.0,0.0303,0.1063,5.0209,0.0,0.0,2.6193,1.796
14522979,15675136,1107,2010-08-22 20:47:34,2010-08-24 14:01:10,42,0.14 - 0.42 µm,17.358,1.6232,0.0241,0.069,0.1132,0.14066,1.9377,0.1917,1.5379,0.0101,0.0004,0.0,0.0,0.335,783.51,28.2838,0.7046,0.0,0.0048,346.0417,0.0926,0.388,0.64,0.8897,0.0,0.0431,0.6841,0.7628,0.0,1.1017,1.214
12038654,6503937,1354,2011-02-26 08:42:31,2011-08-15 17:23:50,42,0.42 - 1.2 µm,4.565,0.2552,0.0623,0.0546,0.0,0.02148,4.7526,0.0635,0.0,0.0,0.0205,0.259,0.014,0.116,1259.71,28.2838,0.2188,0.8978,5.7896,71.4754,0.1074,0.388,1.528,0.5178,0.0,0.1007,14.9718,0.0,6.2324,0.0,0.0
1494382,12071562,1292,2011-01-16 09:28:28,2011-03-07 21:52:44,42,1.2 - 3.5 µm,17.358,0.0,0.0028,0.0483,0.083,0.17078,6.7585,0.4637,0.6633,0.0,0.0,0.168,0.049,0.055,722.99,28.2838,0.8088,0.3966,1.4079,911.2273,0.0072,0.388,0.825,0.447,0.0,0.0,3.4396,0.0,32.5042,1.722,0.738
13896040,4980414,998,2010-01-15 07:58:25,2010-01-12 17:16:00,42,0.42 - 1.2 µm,29.266,3.3396,0.0249,0.1001,0.1393,0.28245,3.8951,0.2489,1.0212,0.006,0.0023,0.212,0.027,0.307,387.54,28.2838,0.5814,0.0,8.5475,0.0,0.0072,0.01,1.106,0.0,0.043,0.075,0.0,0.0,0.0,0.2135,3.297
1778790,14079707,990,2010-02-15 03:49:55,2010-11-14 02:43:08,42,1.2 - 3.5 µm,0.009,0.1983,0.0,0.0768,0.4205,0.3665,0.4738,0.2509,0.5901,0.0,0.008,0.259,0.031,0.218,329.06,0.0,0.8268,1.9824,0.0048,346.0417,0.0072,0.528,0.453,0.0,0.165,0.015,5.0209,0.0,2.2512,0.0,2.545
11151666,318900,1439,2010-06-17 01:35:33,2010-11-13 13:53:08,42,0.42 - 1.2 µm,25.178,3.2219,0.0397,0.0001,0.0851,0.23264,4.6398,0.1917,1.6707,0.0098,0.0042,0.59,0.049,0.444,411.25,104.4493,0.0,0.0,12.3436,662.7139,0.3857,0.01,1.106,1.0899,0.076,0.0431,0.0,0.0,6.2324,9.4277,3.41
11636632,5623265,1217,2012-01-21 08:45:36,2011-02-17 00:13:19,42,0.05 - 0.14 µm,17.358,0.0,0.0227,0.0001,0.1735,0.28245,0.7843,0.2813,1.0294,0.0,0.014,0.0,0.051,0.0,329.06,25.4872,0.4162,2.7069,0.0048,0.0,1.2048,0.388,1.106,0.0,0.1766,0.0431,0.0,0.0,31.8431,0.0,0.0
678139,1465272,1445,2012-02-20 11:58:00,2011-01-22 04:56:14,42,3.5 - 10 µm,17.358,0.5156,0.022,0.0778,0.1047,0.86418,0.5049,0.2817,0.5901,0.0,0.0153,0.504,0.246,1.201,3.79,28.2838,0.8268,0.0,5.7896,0.0,0.0072,0.388,0.0,0.5178,0.3704,0.0431,5.0209,4.5038,6.2324,15.3588,7.126
2728611,11378325,1220,2010-01-31 01:43:52,2010-01-12 17:16:00,42,1.2 - 3.5 µm,8.081,0.534,0.0145,0.0843,0.359,0.0247,1.3138,0.3099,1.2876,0.0,0.0,0.0,0.049,0.137,308.42,27.5446,0.0,0.6866,0.0048,346.0417,0.3804,1.187,0.168,0.2927,0.0516,0.0431,1.4408,1.4555,6.2324,1.722,1.032
2896157,15864046,1220,2012-02-19 15:23:06,2011-07-17 03:31:29,42,0.14 - 0.42 µm,53.561,0.0,0.0414,0.0606,0.1642,0.54538,1.9377,0.1917,1.8595,0.0101,0.0062,0.521,0.085,0.445,0.0,303.3547,0.0,1.2783,18.2097,0.0,0.0072,0.01,1.499,1.5655,0.0,0.2289,31.1395,0.6731,7.2799,3.5664,1.032
6454540,2482738,1298,2011-10-03 19:02:00,2011-06-29 10:27:15,42,3.5 - 10 µm,0.009,0.4879,0.0,0.1033,0.0,0.28245,3.9823,0.261,0.5901,0.0,0.0282,0.0,0.054,1.051,329.06,0.0,2.4764,1.515,12.7886,346.0417,0.3857,0.555,3.786,0.5178,0.0,0.0788,25.3314,0.0,33.9532,9.1045,1.032
11087173,2095110,1004,2010-02-20 09:16:40,2011-01-17 01:11:02,42,1.2 - 3.5 µm,27.907,1.1181,0.0299,0.0739,0.1585,0.41353,1.9377,0.0682,0.5146,0.0275,0.0,0.51,0.0,0.417,0.0,28.2838,0.4938,0.8978,3.7219,0.0,0.3857,0.258,1.237,0.0,0.1597,0.0246,2.5957,0.0,0.0,4.3622,0.0
4993294,3337146,1220,2010-10-08 12:19:15,2011-03-19 03:03:32,42,1.2 - 3.5 µm,31.697,1.8558,0.022,0.0546,0.0913,0.35074,5.8212,0.2562,0.5901,0.009,0.0,0.716,0.049,0.0,0.0,0.0,0.0,2.2915,0.0048,0.0,0.7198,0.18,0.63,0.0,0.0413,0.1324,18.7811,2.6194,13.1899,0.0,0.0
7713956,997672,1158,2010-11-21 12:05:59,2011-03-25 18:39:48,42,0.14 - 0.42 µm,23.578,1.1181,0.0179,0.0895,0.0,0.33433,5.0317,0.2168,1.4014,0.014,0.0042,0.242,0.03,0.307,136.49,28.2838,0.8268,3.3298,0.0048,926.6983,0.5968,0.499,0.0,0.4942,0.0993,0.0595,5.5102,0.7628,2.5675,0.0,0.586
1024535,2820074,1193,2010-01-15 04:06:44,2010-11-16 23:10:49,42,0.05 - 0.14 µm,14.769,0.0,0.0019,0.106,0.4544,0.20259,3.9649,0.0006,0.5901,0.0177,0.0024,0.658,0.0,0.0,335.37,28.2838,0.0,0.5343,3.8281,346.0417,0.1157,0.808,0.719,0.0,0.076,0.0,0.0,0.7628,2.546,1.3725,3.036
4084635,9210343,1228,2012-01-13 07:45:29,2011-04-14 17:38:52,42,0.14 - 0.42 µm,17.358,0.0,0.0394,0.0546,0.1406,0.00125,0.3029,0.4908,0.5901,0.0101,0.0037,0.467,0.0,0.048,0.0,56.8966,0.5776,4.9149,23.6999,346.0417,0.6903,0.01,5.737,1.2968,0.5235,0.0253,28.5012,0.0,5.7277,11.9871,0.0
7521314,11916528,1220,2010-02-07 23:52:55,2011-06-11 21:08:15,42,1.2 - 3.5 µm,6.207,1.1181,0.022,0.0001,0.4609,0.74335,1.3323,0.0856,0.448,0.0083,0.0048,0.478,0.044,0.0,482.85,20.5089,0.0,0.848,10.5214,346.0417,0.7767,0.482,0.0,0.0,0.0164,0.0752,0.0,0.0,0.0,0.0,0.739
6419505,61320,1078,2011-02-26 00:43:41,2010-10-04 11:31:44,42,1.2 - 3.5 µm,0.009,1.0075,0.022,0.0952,0.1406,0.06122,1.9377,0.0295,0.7585,0.0111,0.0059,0.028,0.074,0.307,297.04,59.7615,3.7109,0.8978,0.0048,346.0417,0.123,0.404,1.106,1.6231,0.0369,0.0575,4.5405,0.1931,6.1338,1.7584,0.715
839195,1233580,1220,2012-02-20 11:58:00,2011-06-04 14:11:11,42,0.14 - 0.42 µm,28.519,0.6566,0.0,0.023,0.1406,0.00979,1.9377,0.0006,0.7394,0.0101,0.0191,0.0,0.0,0.307,0.0,69.345,0.0,0.8978,5.7896,0.0,0.3857,0.01,0.0,0.8036,0.3995,0.0431,0.0,4.6254,26.2231,1.722,0.0
10416513,10220873,1459,2011-04-02 09:43:24,2011-02-17 00:13:19,42,0.05 - 0.14 µm,7.311,1.3639,0.0219,0.0001,0.1239,0.38102,2.3904,0.1917,0.1415,0.0,0.0,0.259,0.053,0.052,773.34,28.2838,0.1349,1.163,5.7896,1549.3447,0.3857,1.491,0.0,0.2378,0.2759,0.1196,1.2343,0.0,0.1793,2.2418,0.0
8743447,14505233,1220,2011-03-11 01:05:36,2010-12-06 04:17:34,42,0.14 - 0.42 µm,0.009,1.1181,0.0508,0.0704,0.0,0.10661,4.0324,0.1267,0.0,0.0154,0.0,0.211,0.049,0.152,0.0,0.0,1.7321,0.4541,0.0048,656.3651,0.0583,0.01,0.0,1.773,0.0,0.0574,0.0,0.1966,17.4304,0.0,0.0
16618458,15814400,1037,2010-03-10 10:47:13,2010-10-16 15:10:59,42,1.2 - 3.5 µm,32.307,0.8858,0.0274,0.0546,0.0532,0.28245,3.8766,0.2203,1.1822,0.0136,0.0001,0.336,0.016,0.069,329.06,0.0,0.3636,0.0,13.2068,346.0417,0.3221,0.01,0.0,0.6574,0.0,0.0431,3.274,0.0,8.6753,5.6387,0.315
10718007,6162416,1408,2012-02-20 11:58:00,2010-06-17 23:44:58,42,1.2 - 3.5 µm,20.227,0.0,0.0439,0.0001,0.6911,0.91054,5.2301,0.3587,0.6182,0.0101,0.0175,0.729,0.0,0.136,329.06,28.2838,0.0,4.368,5.7896,346.0417,0.223,0.241,1.106,0.9324,0.1082,0.1291,7.6677,5.7049,14.1717,0.4598,1.032
3813992,5277141,1047,2010-03-20 11:00:38,2010-06-27 04:20:26,42,0.14 - 0.42 µm,55.804,1.1181,0.0,0.0778,0.1656,0.18497,4.2784,0.2278,1.2719,0.0075,0.0042,0.286,0.077,0.056,425.4,56.4267,2.1589,0.7167,7.4414,311.2359,0.0072,0.01,0.547,0.0,0.0,0.0431,1.6559,2.9851,0.0,1.1009,0.464
15526257,7822035,1078,2010-03-23 09:53:58,2010-03-11 12:06:25,42,0.42 - 1.2 µm,22.897,0.7595,0.0062,0.0165,0.368,0.28245,1.3732,0.2383,0.9216,0.0007,0.0127,0.33,0.008,0.307,0.0,0.0,1.1438,0.8978,3.1892,229.5501,0.0072,0.388,0.326,0.5178,0.0947,0.0,5.0209,0.7628,0.39,0.0,1.208
11593030,15852735,1112,2010-10-03 00:55:22,2011-02-17 00:13:19,42,1.2 - 3.5 µm,0.009,1.9358,0.0,0.0945,0.0,0.00125,4.9115,0.2811,0.5901,0.0101,0.0042,0.399,0.0,0.307,0.0,28.2838,1.6717,0.8978,6.7113,139.3489,0.1825,0.388,1.106,0.0,0.0535,0.0245,2.2978,4.064,0.0,0.1393,2.613
15971626,8400138,1220,2010-07-24 02:54:57,2010-11-18 21:28:59,42,0.14 - 0.42 µm,0.009,2.9277,0.0084,0.0655,0.2846,0.55764,3.9672,0.387,1.8765,0.0,0.0107,0.0,0.0,0.307,590.16,79.8348,0.0,0.5476,5.7896,346.0417,0.3857,0.057,0.0,1.3312,0.076,0.0575,7.119,0.0,12.8929,0.0,0.091
11271605,10267695,1544,2011-09-10 01:21:00,2010-12-06 01:07:21,42,1.2 - 3.5 µm,34.523,0.205,0.0161,0.0001,0.0767,0.28245,0.3729,0.1917,0.0,0.0101,0.0,0.636,0.049,0.309,555.26,0.0,0.0,0.2812,24.8401,1131.0662,0.0072,0.989,0.0,0.0,0.1475,0.0,5.0209,3.3937,0.0,0.0,2.039
1602480,7956082,1383,2012-02-20 11:58:00,2010-12-20 14:57:52,42,0.05 - 0.14 µm,22.155,1.1181,0.022,0.0001,0.0707,0.28245,0.7651,0.1917,0.5891,0.0446,0.0234,0.0,0.096,0.887,0.0,0.0,0.8268,8.2773,22.2503,346.0417,1.228,0.388,0.42,0.5178,0.0,0.1967,24.1626,0.7628,42.9023,12.2566,1.032
14563750,570621,1076,2010-01-30 17:55:35,2011-03-24 17:17:08,42,1.2 - 3.5 µm,17.237,2.291,0.0099,0.0751,0.2999,0.27569,0.0028,0.2999,0.4541,0.0213,0.0063,0.537,0.0,0.406,16.0,0.0,0.0,0.653,0.0048,0.0,0.0072,0.332,0.431,0.0,0.0,0.0266,2.7208,0.0,6.4551,1.722,0.0
1862338,384729,1008,2010-01-12 08:19:41,2010-05-15 04:11:11,42,1.2 - 3.5 µm,8.342,3.5933,0.025,0.0001,0.3213,0.31786,6.0389,0.1917,0.339,0.0015,0.0,0.0,0.02,0.259,0.0,0.0,0.7561,0.8978,12.74,1249.1065,0.2274,0.388,0.0,0.0,0.0185,0.0,3.0746,0.0,0.5277,0.0,1.032
13658791,4284709,1220,2010-05-12 15:39:43,2011-02-17 00:13:19,42,1.2 - 3.5 µm,18.23,2.9869,0.022,0.0941,0.0,0.13618,0.0028,0.1917,0.0,0.0123,0.0,0.287,0.049,0.307,329.06,19.8975,0.0,2.3931,10.8845,0.0,0.3857,0.583,1.07,0.2791,0.0,0.0185,5.0209,0.7628,1.3055,0.0,2.41
7786476,12354478,1094,2010-08-07 04:45:37,2010-08-27 19:43:05,42,0.05 - 0.14 µm,25.597,1.8287,0.0121,0.0099,0.0,0.28245,1.9124,0.0006,0.6605,0.0,0.0106,0.108,0.049,0.035,691.95,0.0,1.1373,1.0954,9.4525,422.1114,0.3857,0.01,0.0,0.0,0.0,0.02,5.0209,1.0776,0.0,0.3494,0.59
8150021,13932413,1456,2012-02-06 19:15:27,2011-02-19 19:03:26,42,3.5 - 10 µm,17.358,1.1181,0.022,0.0359,0.019,0.38149,1.9377,0.4705,0.4582,0.0,0.0042,0.0,0.049,0.056,0.0,37.9796,1.6755,0.8978,5.7896,0.0,0.3857,2.808,0.0,0.5178,0.1711,0.0431,4.2642,0.7628,18.0339,0.0,1.016
15925058,3655656,1506,2012-02-20 11:58:00,2011-02-21 15:25:44,42,1.2 - 3.5 µm,59.984,1.1597,0.0188,0.1045,0.0,0.78792,0.0028,0.1917,1.9974,0.0,0.0055,0.259,0.0,0.318,0.0,28.2838,0.0,0.0,5.7896,884.2843,0.3857,0.933,5.53,2.8264,0.0949,0.0,0.0,8.181,6.2324,0.0,0.0
10530333,15633537,1202,2011-04-30 21:47:17,2011-02-17 00:13:19,42,0.14 - 0.42 µm,6.678,0.3131,0.022,0.0463,0.1406,0.24946,0.6222,0.264,0.0,0.0175,0.0,0.238,0.122,0.379,0.0,28.2838,0.1275,0.0,29.4826,346.0417,0.0072,0.01,2.033,0.5178,0.2766,0.0431,5.0209,5.0227,6.2324,0.0,1.032
3261128,12504845,1060,2011-01-15 15:13:50,2011-02-17 00:13:19,42,3.5 - 10 µm,14.044,2.3356,0.0076,0.1041,0.1663,1.01265,0.0028,0.4311,0.0,0.0198,0.0148,0.324,0.0,0.162,0.0,0.0,0.0,5.1655,0.0048,366.4467,0.4989,0.927,0.315,0.8157,0.1118,0.0,5.0209,0.0,0.0,0.0,0.0
7382646,13630922,1220,2011-01-18 22:34:45,2011-04-03 20:51:10,42,0.14 - 0.42 µm,31.512,0.0,0.022,0.0824,0.0,0.4305,1.3286,0.0006,1.1056,0.0248,0.0052,0.382,0.09,0.365,329.06,0.0,0.351,2.1482,0.9967,0.0,0.887,0.106,1.362,0.0,0.1082,0.0181,0.0,0.0,0.0,1.722,1.21
291318,7101788,1102,2010-12-03 21:37:15,2011-05-04 10:29:05,42,0.14 - 0.42 µm,17.408,0.8477,0.0658,0.0041,0.048,0.50155,0.0028,0.1917,0.5227,0.0034,0.0154,0.0,0.109,0.577,329.06,148.0254,0.8268,0.0,0.0048,1200.1783,0.1505,0.85,0.727,2.8753,0.0,0.0495,24.4923,1.258,6.2324,1.722,0.293
10057771,12285016,1170,2010-02-19 23:41:41,2010-11-28 16:37:51,42,0.42 - 1.2 µm,13.02,0.7289,0.022,0.0001,0.1406,0.28245,1.9377,0.2683,0.3695,0.0104,0.0081,0.194,0.0,0.405,329.06,17.7703,1.5373,2.1523,0.0048,1562.1629,0.0072,0.288,2.267,0.0,0.0137,0.0,1.8194,0.0,0.0,1.722,1.032
13060759,1376246,1154,2010-08-18 00:21:34,2010-11-25 10:16:46,42,1.2 - 3.5 µm,12.813,0.0,0.0,0.143,0.3709,0.03066,4.3686,0.064,0.0,0.0116,0.0134,0.125,0.017,0.001,0.0,0.0,1.3895,0.0,2.6405,0.0,1.3951,0.388,0.0,0.5178,0.0,0.0,0.0,0.0,6.2324,0.0,3.748
5878774,8203261,1203,2011-07-04 07:41:27,2011-02-17 00:13:19,42,3.5 - 10 µm,17.358,1.3727,0.0225,0.0001,0.2016,0.00125,0.0028,0.0006,0.962,0.0043,0.0042,0.259,0.081,0.588,406.2,0.0,0.0,0.0,4.4063,760.6986,0.5331,0.388,0.84,1.1746,0.1986,0.0139,0.6344,4.6362,0.0,0.8896,1.032
7032862,2576841,1255,2010-04-18 01:32:34,2011-02-17 00:13:19,42,0.14 - 0.42 µm,43.23,1.1883,0.022,0.0253,0.3838,0.14454,0.0028,0.2062,0.8864,0.0174,0.0,0.259,0.0,0.197,329.06,78.0704,1.692,0.8978,0.0048,227.877,0.0072,0.624,0.077,0.1543,0.0,0.0239,5.0209,2.2016,6.2324,1.722,2.204
11649874,15619928,1219,2011-03-02 14:48:35,2010-09-28 02:52:14,42,1.2 - 3.5 µm,48.167,0.0,0.022,0.105,0.1406,0.32449,0.8253,0.1266,0.8792,0.0101,0.0042,0.086,0.0,0.172,1680.24,68.1755,0.8268,1.0291,13.1324,0.0,0.3857,1.208,1.106,2.5538,0.1213,0.0431,5.0209,0.0,7.75,1.6184,6.127
12228464,6861738,1220,2010-02-03 23:27:30,2010-03-09 07:53:23,42,1.2 - 3.5 µm,1.103,0.7642,0.0,0.0874,0.2923,0.07723,3.1243,0.2499,0.0,0.0,0.0042,0.259,0.025,0.001,485.23,28.2838,1.8827,0.0,1.2056,663.7132,0.479,0.795,0.952,0.5178,0.0214,0.0,9.9109,0.0,0.0,1.2072,2.097
6873355,4838008,1097,2011-12-03 11:28:31,2011-09-23 14:44:13,42,1.2 - 3.5 µm,17.358,1.3706,0.0433,0.0001,0.1406,0.25979,1.8477,0.3203,1.4115,0.0026,0.0065,0.112,0.0,0.155,1154.25,0.0,1.4908,0.8498,1.3455,1726.9308,1.4162,0.01,5.482,0.5178,0.0595,0.1191,0.0,0.0,14.8608,1.722,1.032
14982640,7494478,1210,2011-11-12 05:02:31,2011-02-17 00:13:19,42,1.2 - 3.5 µm,17.358,0.9247,0.022,0.0546,0.3438,0.28245,1.9377,0.0006,0.5152,0.0101,0.0012,0.5,0.0,0.574,203.14,73.3626,0.8268,0.8978,5.7896,491.297,0.892,0.388,1.68,0.0556,0.0,0.0041,0.0,0.0,6.2324,5.3182,4.546
11790153,5447045,1210,2011-11-20 04:33:12,2011-07-18 21:31:23,42,0.14 - 0.42 µm,17.358,3.3316,0.0178,0.1184,0.1517,0.65842,0.0028,0.6799,0.0,0.0304,0.0,0.717,0.008,0.195,393.35,28.2838,0.2216,0.0,5.7896,346.0417,1.3105,0.388,0.076,0.5178,0.076,0.0,4.4082,0.0,2.2971,3.675,0.0
13592675,1479039,1220,2011-10-23 14:30:33,2011-08-30 08:59:14,42,0.05 - 0.14 µm,17.358,0.0,0.022,0.0268,0.048,0.39005,0.0028,0.0006,0.5901,0.004,0.0,0.218,0.231,0.15,0.0,28.2838,0.0,2.545,5.7896,0.0,0.521,0.879,4.856,1.58,0.2706,0.0431,5.0209,1.6619,6.2324,11.1169,3.239
7366015,1673126,1153,2010-09-10 01:06:09,2010-07-22 13:53:07,42,0.05 - 0.14 µm,3.065,0.0,0.0225,0.0361,0.0175,0.169,3.5194,0.2337,0.0,0.01,0.0202,0.0,0.0,0.307,0.0,58.5911,0.8268,1.4881,0.0048,0.0,0.0072,0.76,1.106,0.0,0.0,0.0431,9.3525,0.0,6.2324,0.6639,4.266
14177840,6988528,915,2012-02-01 21:14:14,2011-08-28 17:11:32,42,0.42 - 1.2 µm,57.244,0.0,0.022,0.1156,0.0,0.25113,0.0028,0.0006,2.3528,0.0155,0.0091,0.522,0.0,1.479,0.0,16.5709,4.7236,0.0,22.7005,0.0,0.0072,0.823,0.0,0.5178,0.0,0.0431,5.0209,5.4957,34.1087,0.0,1.032
15966743,11578760,1511,2012-02-10 03:45:47,2012-02-17 12:12:00,42,1.2 - 3.5 µm,17.358,1.1181,0.0588,0.0546,0.0,0.28245,3.1172,0.1328,0.0,0.0036,0.0204,0.467,0.075,0.476,0.0,0.0,0.8268,2.2076,0.0048,1268.5238,0.0072,0.01,0.0,0.0,0.0,0.0431,5.0209,5.1307,0.0,2.8885,0.259
13895541,4661119,993,2010-01-11 17:25:34,2011-02-17 00:13:19,42,0.42 - 1.2 µm,18.411,1.1026,0.022,0.113,0.1406,0.10431,4.7774,0.1273,0.5901,0.0192,0.0056,0.259,0.0,0.126,746.13,9.4164,2.1055,1.3252,5.7896,0.0,0.0072,0.253,0.858,0.3179,0.1098,0.0,5.0209,0.9343,0.0,4.7646,0.0
15288075,6831045,1483,2012-02-13 10:15:41,2011-02-17 00:13:19,42,3.5 - 10 µm,17.358,0.0,0.0498,0.012,0.0,0.35598,1.9377,0.3407,1.1204,0.0101,0.0065,0.0,0.227,0.307,290.52,28.2838,0.8268,0.0,3.7106,1697.1887,0.0072,0.01,1.106,0.5178,0.0982,0.0431,5.0209,3.4693,0.0,10.512,7.872
10168,3191239,1189,2012-01-15 12:45:27,2011-10-26 11:00:16,42,0.14 - 0.42 µm,0.009,0.7649,0.0501,0.124,0.0,0.39663,1.7515,0.3515,1.4227,0.0155,0.0042,0.028,0.102,1.035,68.27,0.0,0.1864,0.0139,0.0048,346.0417,0.3857,0.01,0.0,1.1375,0.141,0.0,5.0209,0.0,14.8076,6.2281,0.0
14669897,13220264,1220,2012-01-28 23:55:55,2011-09-01 14:46:33,42,0.05 - 0.14 µm,17.358,4.4306,0.0135,0.0206,0.1406,0.81934,2.3804,0.0006,0.3111,0.0155,0.0,0.228,0.198,0.307,0.0,0.0,0.0,0.0,0.0048,346.0417,0.9156,1.227,0.0,0.8769,0.0,0.0,0.0,1.3293,41.0054,6.4412,3.049
7334311,7251576,1334,2010-04-13 01:40:34,2011-03-21 19:16:28,42,1.2 - 3.5 µm,0.009,2.942,0.0251,0.1695,0.0722,0.53178,0.0028,0.1917,0.0,0.0101,0.0201,0.0,0.049,0.0,83.38,0.0,0.8268,0.8038,0.0048,323.5607,0.0072,0.1,0.547,0.5178,0.076,0.0103,0.0,0.2953,0.0,1.722,1.117
