No,Date/Time,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3],Duration,Date/time end
13013037,2010-06-12 11:22:35,42,3.5 - 10 µm,10.58,2.3254,0.0005,0.0024,0.3621,0.9985,6.6459,0.9194,0.5183,0.0018,0.0015,0.163,0.006,0.133,129.75,1.9064,0.0176,0.0488,1.0772,33.1099,0.175,0.391,0.065,0.0067,0.0607,0.0571,1.6256,0.0053,0.0218,0.0258,0.496,0.0,2010-06-12 11:22:35
11776581,2010-06-26 02:54:53,42,0.42 - 1.2 µm,16.245,0.7386,0.0392,0.0235,0.1577,1.41012,1.5485,0.0179,0.81,0.0042,0.0004,0.143,0.052,0.153,400.34,12.9275,0.312,0.7667,2.8393,276.187,0.0676,0.045,1.303,0.4186,0.0016,0.0015,5.4413,0.2444,0.0089,0.7077,0.574,29364.0,2010-06-26 11:04:17
9371854,2011-01-08 20:19:47,42,0.42 - 1.2 µm,1.509,0.0626,0.0063,0.0003,0.0001,0.01873,0.0588,0.0386,0.1691,0.0005,0.0004,0.453,0.015,0.459,127.61,71.2197,0.8135,1.8388,0.3215,224.2374,0.1437,0.068,3.429,0.6303,0.0017,0.0,1.9027,2.066,14.072,6.7678,0.169,0.0,2011-01-08 20:19:47
3292068,2010-09-25 15:55:54,42,3.5 - 10 µm,8.082,3.4589,0.0056,0.0049,0.1527,0.11843,8.1892,0.1948,0.8289,0.0139,0.0034,0.106,0.001,0.07,56.36,0.1281,0.0037,0.017,0.0061,0.1147,0.0119,0.025,0.707,0.0066,0.0896,0.0153,0.3183,0.0065,0.0024,0.0003,0.003,0.0,2010-09-25 15:55:54
2718540,2010-02-25 15:43:38,42,1.2 - 3.5 µm,1.707,0.688,0.0094,0.0003,0.0092,0.10146,1.309,0.0192,0.0512,0.0004,0.0009,0.558,0.089,0.589,1.83,0.0569,0.0364,0.2011,0.0063,0.6832,0.0185,0.067,0.337,0.0078,0.0018,0.0,0.0153,0.1272,0.0025,0.7574,0.004,94582.0,2010-02-26 18:00:00
13811374,2010-06-19 04:06:53,42,3.5 - 10 µm,0.605,1.1388,0.0006,0.0008,0.0377,0.00901,1.326,0.0032,0.0414,0.0,0.002,0.013,0.034,0.016,1.79,0.3516,0.0032,0.0016,0.1196,0.1251,0.0181,0.065,0.169,0.0021,0.0709,0.0002,0.0427,0.0011,0.3163,0.0077,0.06,130313.0,2010-06-20 16:18:46
13560916,2010-02-12 14:05:18,42,0.42 - 1.2 µm,0.043,0.0333,0.0,0.0003,0.001,0.0202,0.0393,0.1507,0.0153,0.0004,0.0009,0.062,0.003,0.011,1.63,1.2349,0.067,0.01,1.9088,0.3259,0.0392,0.024,0.403,0.0032,0.1447,0.0006,0.0001,0.0019,0.1759,0.0001,0.038,217306.0,2010-02-15 02:27:04
6405044,2011-12-12 10:06:11,42,1.2 - 3.5 µm,1.696,0.046,0.0223,0.0003,0.0119,0.09841,0.094,0.0976,0.125,0.0077,0.0003,0.039,0.037,0.074,65.86,1.955,0.0978,0.193,0.0939,15.723,0.3127,0.074,0.901,0.8784,0.0314,0.0217,1.3766,0.0816,0.0024,0.3779,0.005,0.0,2011-12-12 10:06:11
9118335,2011-08-16 07:26:58,42,3.5 - 10 µm,23.025,1.1763,0.0005,0.0273,0.0358,0.26369,1.805,0.4999,0.3807,0.0404,0.0001,0.479,0.078,0.51,230.44,39.541,0.186,0.8423,17.2658,125.5882,0.1307,0.033,0.453,0.1068,0.0389,0.0004,1.0247,0.494,16.7646,0.0782,2.299,75407.0,2011-08-17 04:23:45
5839492,2010-02-17 19:23:47,42,1.2 - 3.5 µm,52.634,4.0684,0.0323,0.0494,0.4098,0.11125,6.1835,0.7925,1.2457,0.0244,0.0056,0.433,0.04,0.475,583.81,15.3175,0.3279,0.813,21.9373,429.1565,1.3375,0.521,0.561,0.601,0.0015,0.0587,12.2807,2.0757,0.0024,2.348,0.019,12360.0,2010-02-17 22:49:47
16521032,2012-02-20 11:58:00,42,3.5 - 10 µm,6.216,0.3081,0.0063,0.1181,0.0349,0.2228,0.2905,0.0348,0.283,0.0224,0.0014,0.148,0.009,0.347,305.7,26.7793,1.2961,0.6748,12.345,118.7694,0.2496,0.1,1.064,0.1956,0.0214,0.0068,2.2368,0.0513,0.5706,0.0006,0.003,0.0,2012-02-20 11:58:00
6833279,2010-02-15 11:50:58,42,1.2 - 3.5 µm,21.082,0.7152,0.0024,0.003,0.07,0.03496,1.1417,0.1681,0.3295,0.011,0.0002,0.229,0.271,0.398,306.91,12.6733,0.4868,0.6207,12.4781,516.7709,0.6088,0.168,2.405,1.443,0.0016,0.0156,3.0371,1.0694,13.3883,0.3216,0.01,185616.0,2010-02-17 15:24:34
2552615,2011-11-15 07:32:52,42,0.05 - 0.14 µm,0.024,0.0013,0.0006,0.0003,0.0,0.06588,0.0043,0.0007,0.0044,0.0017,0.0001,0.151,0.065,0.127,4.04,0.001,0.0509,0.1819,0.0081,0.004,0.01,0.027,0.47,0.0041,0.0015,0.0004,0.011,0.0016,0.0024,0.0,0.003,0.0,2011-11-15 07:32:52
13108382,2011-06-07 20:08:32,42,0.05 - 0.14 µm,1.449,0.0129,0.0114,0.0003,0.0025,0.3199,0.0314,0.073,0.2271,0.0034,0.0,0.024,0.006,0.047,21.06,0.2421,0.2003,0.0234,0.0183,12.749,0.401,0.043,0.261,0.022,0.0719,0.0317,0.3269,0.0063,0.0029,0.0011,0.068,0.0,2011-06-07 20:08:32
8166590,2011-06-07 04:01:11,42,0.05 - 0.14 µm,7.926,0.009,0.0323,0.0003,0.0163,0.76371,0.0085,0.0664,0.9366,0.0089,0.0,0.174,0.109,0.222,146.32,21.8158,0.9414,2.4873,2.403,312.1379,0.1087,0.285,3.628,0.8822,0.0418,0.0007,5.3518,1.0712,0.0025,0.9488,0.024,42759.0,2011-06-07 15:53:50
7208914,2011-01-22 01:25:31,42,1.2 - 3.5 µm,11.646,0.5287,0.0103,0.0054,0.1237,0.28505,0.6156,0.358,0.2709,0.0216,0.0004,0.432,0.029,0.2,520.29,57.2506,0.7973,2.5633,3.1998,876.679,0.5518,0.136,1.348,1.2608,0.0178,0.2102,6.8825,1.8928,0.0039,5.0423,0.011,49771.0,2011-01-22 15:15:02
9848986,2010-09-23 07:08:51,42,0.42 - 1.2 µm,20.701,0.8699,0.0171,0.0003,0.0719,0.08975,0.9052,0.0763,0.479,0.0095,0.0001,0.175,0.019,0.289,16.24,1.1019,0.3368,0.5575,1.0983,57.9496,0.7274,0.237,1.006,0.236,0.0017,0.0004,1.6017,0.1574,0.0169,1.042,0.003,125113.0,2010-09-24 17:54:04
5029634,2010-08-24 20:35:20,42,0.14 - 0.42 µm,1.78,0.8532,0.0166,0.0006,0.0185,0.29469,1.7535,0.0955,0.253,0.0014,0.0002,0.096,0.004,0.054,4.52,0.2483,0.1268,0.1121,0.4764,0.0793,0.0152,0.026,0.09,0.0022,0.0142,0.0006,0.0543,0.002,6.6328,0.0336,0.023,102615.0,2010-08-26 01:05:35
12080084,2011-11-26 19:31:11,42,0.42 - 1.2 µm,1.779,0.0185,0.0133,0.0003,0.0004,0.04782,0.0175,0.0156,0.0879,0.004,0.0006,0.064,0.008,0.061,33.19,0.0579,0.0181,0.034,0.1177,11.8427,0.2335,0.254,0.299,0.7631,0.0034,0.036,0.2251,0.0033,0.0026,0.2582,0.003,76257.0,2011-11-27 16:42:08
16402489,2011-10-02 07:25:24,42,0.42 - 1.2 µm,24.99,0.5847,0.0095,0.0006,0.091,0.67251,1.0145,0.1861,0.4797,0.0233,0.0018,0.369,0.124,0.486,661.12,1.4002,0.0405,0.1275,3.3397,525.7181,0.1036,0.057,0.325,0.2093,0.0015,0.0003,8.5046,0.0661,0.0208,0.0727,0.021,0.0,2011-10-02 07:25:24
127921,2010-04-10 15:02:37,42,0.42 - 1.2 µm,15.96,1.7255,0.0014,0.0429,0.1449,0.40728,3.6316,0.9978,0.5004,0.0068,0.0022,0.388,0.002,0.379,78.72,0.985,0.0026,0.007,4.2934,23.5323,0.0913,1.184,0.754,0.0241,0.0015,0.1019,2.0665,0.0023,0.0241,0.0021,0.115,159002.0,2010-04-12 11:12:39
980778,2011-10-01 08:46:31,42,3.5 - 10 µm,27.263,1.7764,0.017,0.0007,0.0747,1.15988,2.9618,0.1504,1.0987,0.0048,0.0056,0.274,0.003,0.554,794.88,6.086,0.0107,0.5552,13.8867,915.5138,0.3599,0.024,0.694,1.3751,0.005,0.0381,17.9245,1.8728,0.0024,4.2878,0.009,0.0,2011-10-01 08:46:31
6851751,2010-03-30 08:51:46,42,0.14 - 0.42 µm,4.707,0.5464,0.0147,0.0003,0.0228,0.01008,0.3459,0.0369,0.4293,0.0077,0.0012,0.073,0.001,0.019,212.41,39.7568,0.8236,2.3409,8.0347,368.5006,0.4676,0.327,1.672,1.6983,0.0798,0.0019,1.4374,2.0728,2.4263,0.7363,0.051,52795.0,2010-03-30 23:31:41
9355054,2011-07-05 19:24:30,42,0.05 - 0.14 µm,0.021,0.0192,0.0301,0.0003,0.0201,0.02465,0.0237,0.0131,0.053,0.0,0.0002,0.072,0.001,0.015,0.8,0.0393,0.0029,0.0101,0.0108,0.531,0.1004,0.046,0.109,0.0028,0.0057,0.0059,0.001,0.001,0.0024,0.0,0.003,0.0,2011-07-05 19:24:30
501111,2011-08-24 13:20:19,42,0.42 - 1.2 µm,3.491,0.065,0.0001,0.0007,0.032,0.04997,0.118,0.0468,0.049,0.0053,0.0005,0.127,0.003,0.241,364.3,5.8507,0.9611,0.4758,5.3052,165.1491,0.7387,0.355,0.8,0.2889,0.0634,0.0867,2.4931,0.4402,0.1745,0.2992,0.026,24486.0,2011-08-24 20:08:25
5275650,2010-02-09 21:55:21,42,3.5 - 10 µm,66.699,1.5121,0.0057,0.0009,0.217,0.32516,3.8897,0.3782,1.4079,0.045,0.0021,0.541,0.549,0.975,1749.21,144.3524,2.0629,3.1236,12.7776,3040.5273,0.5021,0.547,4.297,3.0,0.0975,0.0013,30.5222,8.6568,107.4534,20.8671,3.269,106559.0,2010-02-11 03:31:20
12991609,2010-10-10 04:50:05,42,0.05 - 0.14 µm,0.185,0.0049,0.0129,0.0003,0.0099,0.21087,0.0118,0.1806,0.1404,0.0006,0.0,0.011,0.091,0.016,2.99,0.1921,0.0022,0.0105,0.0602,0.4686,0.1581,0.045,0.113,0.0274,0.0402,0.0183,0.0047,0.0011,0.0024,0.0082,0.003,70271.0,2010-10-11 00:21:16
7494001,2010-06-19 00:20:09,42,1.2 - 3.5 µm,102.846,2.4119,0.0269,0.004,0.4774,0.36769,3.9318,0.4595,1.2433,0.0389,0.0058,1.035,0.385,1.366,2284.65,160.4853,3.6771,3.8281,3.0935,2416.1359,0.7078,0.616,3.796,2.2317,0.0447,0.0119,41.9347,5.0776,9.3372,12.9572,2.955,25766.0,2010-06-19 07:29:35
9455289,2010-01-21 13:47:49,42,0.42 - 1.2 µm,5.007,0.4576,0.0005,0.0003,0.0619,0.0072,0.3135,0.1315,0.3104,0.0023,0.0005,0.027,0.042,0.022,14.41,0.0016,0.0626,0.0047,7.0066,0.6727,0.1997,0.429,0.443,0.0164,0.1836,0.0048,0.0305,0.0013,0.0024,0.018,0.003,149240.0,2010-01-23 07:15:09
8943725,2011-07-28 13:46:24,42,0.05 - 0.14 µm,1.177,0.0048,0.0091,0.0003,0.0006,0.0644,0.0058,0.0149,0.0666,0.0016,0.0,0.145,0.128,0.192,1.4,0.0106,0.007,0.024,0.0111,0.0514,0.0112,0.025,0.184,0.0023,0.024,0.0049,0.0017,0.0037,0.0024,0.0,0.022,64496.0,2011-07-29 07:41:20
10678211,2012-02-15 10:41:16,42,0.14 - 0.42 µm,2.973,0.0547,0.031,0.0035,0.007,0.1186,0.0987,0.227,0.066,0.0008,0.0002,0.038,0.003,0.08,68.92,1.8011,0.009,0.1305,17.8169,22.846,0.4396,0.086,0.499,0.0956,0.0018,0.2182,0.0851,0.0061,0.0027,0.0,0.003,0.0,2012-02-15 10:41:16
11203562,2010-03-11 10:27:55,42,1.2 - 3.5 µm,51.295,1.3024,0.0052,0.0025,0.1002,1.02618,2.1735,0.4573,0.7075,0.0415,0.0,0.337,0.021,0.346,1966.03,65.5832,3.7154,2.8148,13.2434,1649.3592,0.6773,2.166,3.711,2.1451,0.1096,0.1958,23.0274,2.2995,332.922,4.9048,8.281,135519.0,2010-03-13 00:06:34
963641,2010-02-16 00:13:44,42,0.05 - 0.14 µm,0.019,0.0028,0.0146,0.0003,0.0006,0.00285,0.0074,0.002,0.0086,0.0,0.0003,0.002,0.005,0.0,0.0,0.0,0.0018,0.0,0.006,0.0,0.0103,0.024,0.033,0.002,0.0612,0.0189,0.0,0.001,0.0024,0.0,0.003,64732.0,2010-02-16 18:12:36
6652507,2011-12-01 17:29:51,42,1.2 - 3.5 µm,16.239,3.0276,0.0017,0.0163,0.1529,0.71479,6.3735,0.4489,0.6717,0.0134,0.0031,0.692,0.007,0.65,111.57,5.5243,0.002,0.7588,1.5017,30.7421,0.0548,0.048,0.753,0.343,0.1134,0.0018,2.8204,0.3372,0.0024,0.209,0.003,52137.0,2011-12-02 07:58:48
711493,2011-12-11 20:16:00,42,0.14 - 0.42 µm,1.263,0.0127,0.0157,0.0003,0.0067,0.05606,0.0067,0.001,0.0487,0.0002,0.0,0.062,0.007,0.098,0.6,1.2346,0.0112,0.0289,0.0319,7.5735,0.1129,0.025,0.265,0.029,0.0015,0.0066,0.1169,0.0557,0.0024,0.0161,0.003,15909.0,2011-12-12 00:41:09
6702627,2010-09-05 11:43:00,42,3.5 - 10 µm,34.727,1.1927,0.0006,0.0319,0.1296,0.24672,2.4007,0.285,0.2576,0.0218,0.0008,0.245,0.14,0.293,804.62,41.3545,0.1245,0.6183,8.5919,789.7534,0.0185,0.05,1.368,0.3544,0.0099,0.0562,19.3793,0.5648,0.0533,0.1748,0.023,72745.0,2010-09-06 07:55:25
4487941,2010-01-11 18:22:40,42,3.5 - 10 µm,95.728,9.6402,0.0,0.0902,1.2002,1.03425,19.6109,0.7825,2.3933,0.0424,0.0021,0.281,0.218,0.286,1203.51,14.1061,0.0921,0.3941,6.7197,931.7657,0.1927,0.726,1.075,0.2793,0.0019,0.022,14.8119,0.1877,6.44,1.783,0.506,213298.0,2010-01-14 05:37:38
13806114,2010-09-04 10:18:44,42,1.2 - 3.5 µm,9.665,0.5629,0.0402,0.0009,0.1498,0.13098,0.7499,0.0792,0.8881,0.0173,0.0001,0.188,0.072,0.155,21.74,0.1249,1.848,0.2123,1.6777,6.0454,0.0975,0.127,0.443,0.0491,0.2107,0.0125,0.1739,0.0038,3.6597,0.0592,0.156,84165.0,2010-09-05 09:41:29
15237298,2010-04-09 13:18:08,42,1.2 - 3.5 µm,8.496,3.775,0.0038,0.0438,0.2158,0.06034,7.0641,0.377,0.3675,0.0134,0.0007,0.159,0.003,0.058,251.57,0.7822,0.1626,0.293,1.783,140.1291,0.5802,1.567,1.677,0.3698,0.0602,0.2543,7.9374,0.1419,0.024,1.1284,0.018,0.0,2010-04-09 13:18:08
61486,2010-01-28 20:09:12,42,3.5 - 10 µm,47.621,3.3942,0.0128,0.0324,0.2324,0.86264,6.347,0.4022,1.7593,0.0261,0.0018,0.099,0.097,0.094,81.73,5.7711,0.4842,0.3137,3.0025,42.2182,0.404,0.133,0.118,0.1068,0.0015,0.0953,2.3495,0.1383,0.0253,5.8936,0.055,117186.0,2010-01-30 04:42:18
14089680,2010-10-11 05:26:49,42,1.2 - 3.5 µm,39.264,0.9449,0.0168,0.0437,0.2799,0.62438,1.2846,0.0511,1.1491,0.0112,0.0003,0.383,0.09,0.282,619.73,15.6931,0.0893,0.9229,2.3066,379.8404,0.2173,0.146,3.046,0.5632,0.0154,0.01,8.8131,0.6797,0.0048,4.4651,0.065,40124.0,2010-10-11 16:35:33
1830099,2012-01-20 00:14:15,42,1.2 - 3.5 µm,30.405,1.8641,0.0174,0.0124,0.2872,0.53406,3.6545,0.5762,0.7573,0.0132,0.0013,0.73,0.021,0.663,47.45,4.7128,0.0187,0.0544,0.0995,21.2334,0.039,0.024,0.125,0.007,0.0015,0.0245,0.7765,0.0051,0.0024,0.0625,0.004,0.0,2012-01-20 00:14:15
7843798,2012-01-19 19:22:41,42,0.42 - 1.2 µm,4.056,0.193,0.0031,0.0003,0.0619,0.46976,0.2906,0.1109,0.5627,0.0226,0.0011,0.244,0.104,0.22,271.55,48.4647,1.5095,0.3052,6.6595,65.7766,0.6916,0.249,0.567,0.072,0.0975,0.0152,1.3564,0.1109,15.124,1.0015,0.806,0.0,2012-01-19 19:22:41
13398496,2010-01-12 13:18:18,42,3.5 - 10 µm,11.846,0.8143,0.0008,0.0003,0.0379,0.14306,1.5685,0.0165,0.1914,0.0005,0.0001,0.213,0.397,0.489,47.14,6.8013,1.4469,1.2337,0.8065,14.6218,0.1155,0.074,1.44,0.0503,0.1522,0.0,1.1755,0.4484,149.0889,4.2568,0.116,261180.0,2010-01-15 13:51:18
9933348,2012-02-20 11:58:00,42,0.14 - 0.42 µm,0.196,0.1767,0.0055,0.0003,0.0446,0.35223,0.3259,0.0188,0.2591,0.0,0.0006,0.068,0.012,0.096,0.75,0.0002,0.0023,0.0454,0.0114,0.0574,0.0317,0.024,0.032,0.0358,0.0023,0.0049,0.0169,0.0033,0.0024,0.0,0.003,0.0,2012-02-20 11:58:00
15236730,2010-01-18 16:42:16,42,1.2 - 3.5 µm,26.757,1.8935,0.0,0.0147,0.2134,0.49646,3.9727,0.7571,0.4266,0.0271,0.0001,0.123,0.017,0.192,1544.89,125.6167,0.3853,1.0871,2.9499,1544.805,0.2506,0.32,2.884,0.8688,0.2186,0.1071,16.2281,1.4068,0.0134,0.1013,0.021,104033.0,2010-01-19 21:36:09
6701550,2011-11-15 06:14:34,42,0.05 - 0.14 µm,0.261,0.0108,0.0036,0.0003,0.0013,0.05272,0.0342,0.1253,0.0225,0.0018,0.002,0.136,0.008,0.116,3.87,0.2096,0.0127,0.0577,0.2625,1.1655,0.0431,0.034,0.279,0.01,0.0015,0.0104,0.0271,0.0019,0.0024,0.0,0.003,79584.0,2011-11-16 04:20:58
5268352,2011-10-03 02:01:40,42,3.5 - 10 µm,27.905,1.3622,0.0325,0.0974,0.1878,0.76899,1.362,0.1304,1.6864,0.0239,0.002,0.649,0.169,1.233,662.93,81.87,1.6309,1.1784,12.7621,602.9035,1.116,1.04,2.342,1.2857,0.4604,0.0091,8.4902,2.7091,29.3881,0.8064,0.573,15699.0,2011-10-03 06:23:19
6811991,2010-10-24 17:23:10,42,0.14 - 0.42 µm,0.08,0.0767,0.0013,0.0003,0.0042,0.09679,0.1788,0.0114,0.044,0.0001,0.0001,0.222,0.092,0.209,5.32,0.228,0.6172,0.2016,0.008,0.5066,0.0542,0.09,1.382,0.0519,0.0869,0.0048,0.0448,0.0483,0.0024,0.0002,0.006,12591.0,2010-10-24 20:53:01
2304216,2012-02-20 11:58:00,42,0.05 - 0.14 µm,0.592,0.0065,0.0883,0.0003,0.0011,0.15673,0.009,0.059,0.4002,0.0039,0.002,0.078,0.012,0.155,16.39,22.538,0.3394,0.2175,5.4142,138.5442,1.0798,0.16,0.045,0.2699,0.0015,0.0389,0.0508,0.0307,0.0024,0.0,0.067,0.0,2012-02-20 11:58:00
12175939,2010-12-05 18:23:57,42,0.05 - 0.14 µm,0.022,0.0386,0.0009,0.0003,0.0033,0.15408,0.0472,0.0013,0.0021,0.0,0.0,0.013,0.004,0.021,0.0,0.0717,0.0086,0.2129,0.0504,0.0075,0.0102,0.024,0.099,0.0028,0.0245,0.0,0.0001,0.0015,0.1003,1.0307,0.005,92660.0,2010-12-06 20:08:17
14613786,2012-02-08 13:12:43,42,0.05 - 0.14 µm,0.754,0.0,0.0102,0.0003,0.0,0.11449,0.0028,0.0186,0.0358,0.0048,0.0,0.21,0.07,0.29,12.77,15.1825,1.8154,1.4291,9.9664,19.2311,1.7799,0.083,1.135,0.3683,0.0034,0.003,1.0369,1.4079,0.0856,7.5483,0.167,0.0,2012-02-08 13:12:43
89390,2012-01-16 00:22:44,42,0.05 - 0.14 µm,0.841,0.0038,0.0266,0.0006,0.0026,0.40999,0.0045,0.0435,0.0691,0.0013,0.0,0.029,0.067,0.037,0.4,1.6447,0.4469,0.337,0.1412,3.241,0.0118,0.038,0.357,0.0292,0.0023,0.0046,0.0054,0.0979,5.6759,0.0238,0.004,148482.0,2012-01-17 17:37:26
2282756,2011-12-23 18:47:55,42,0.42 - 1.2 µm,0.684,0.0013,0.0096,0.0003,0.0002,0.11883,0.0031,0.0129,0.0942,0.0008,0.0,0.123,0.208,0.144,164.84,23.647,0.3689,0.3069,30.572,276.9946,0.3087,0.174,0.986,0.6332,0.003,0.0106,1.0539,0.013,8.7107,0.3324,0.052,0.0,2011-12-23 18:47:55
2899405,2011-03-07 06:36:49,42,0.42 - 1.2 µm,0.979,0.4535,0.0001,0.0003,0.0353,0.36342,0.6983,0.4098,0.2703,0.0045,0.0001,0.24,0.002,0.135,12.18,0.4209,0.8759,0.094,0.0733,0.8107,0.0268,0.324,0.047,0.0066,0.0117,0.0177,0.0576,0.0035,0.5288,0.0211,0.086,20473.0,2011-03-07 12:18:02
14354822,2011-02-05 08:38:51,42,1.2 - 3.5 µm,35.488,1.1621,0.054,0.0017,0.2124,0.46174,1.4101,0.7693,1.786,0.0384,0.0003,0.485,0.001,0.284,97.46,8.4037,1.7177,0.3166,17.2229,77.1603,1.1643,0.585,0.367,0.3163,0.0015,0.0173,1.683,0.1774,6.7475,0.0022,0.006,43931.0,2011-02-05 20:51:02
3522754,2010-04-04 15:03:23,42,0.42 - 1.2 µm,9.019,1.3272,0.0002,0.0003,0.0422,0.47029,1.8353,0.1125,0.6564,0.0002,0.0002,0.066,0.101,0.064,84.45,9.6427,0.8014,0.2299,4.6496,23.6048,0.0128,0.309,0.606,0.0288,0.1569,0.0036,0.9914,0.0208,11.9833,0.0546,0.336,81613.0,2010-04-05 13:43:36
4894815,2011-11-21 19:51:17,42,3.5 - 10 µm,48.626,1.8139,0.0059,0.024,0.0636,1.08129,3.7226,1.0999,1.006,0.0333,0.0012,0.452,0.022,0.367,909.1,29.0278,0.138,0.8238,7.5242,406.0461,0.2727,0.156,2.069,1.0368,0.0021,0.1093,9.9379,2.914,55.357,1.2987,1.678,116464.0,2011-11-23 04:12:21
10450433,2011-01-19 02:54:02,42,0.14 - 0.42 µm,13.772,0.1614,0.0189,0.0006,0.0056,0.42373,0.1445,0.0439,0.4241,0.0058,0.0001,0.108,0.041,0.142,0.16,0.1663,0.0082,0.0829,0.0508,0.1748,0.1207,0.027,0.041,0.0253,0.0015,0.0004,0.0043,0.0448,0.0024,0.0225,0.019,57079.0,2011-01-19 18:45:21
1791489,2011-12-12 06:31:31,42,0.42 - 1.2 µm,0.337,0.058,0.0031,0.0003,0.0008,0.03064,0.0777,0.0371,0.0526,0.0036,0.0,0.146,0.002,0.072,3.84,0.2974,0.1672,0.0426,0.025,0.3904,0.4328,0.109,0.532,0.0293,0.0017,0.0158,0.037,0.0535,0.0863,0.0866,0.183,23711.0,2011-12-12 13:06:42
2079756,2010-07-09 03:05:56,42,3.5 - 10 µm,13.137,2.3507,0.003,0.0034,0.1198,0.14063,4.6865,0.2263,0.3354,0.0017,0.002,0.186,0.231,0.335,22.32,0.775,0.1073,0.0852,3.0089,22.1797,0.0203,0.044,0.263,0.0299,0.0087,0.0192,0.5497,0.0087,0.0097,0.1153,0.048,0.0,2010-07-09 03:05:56
4666157,2010-03-26 07:14:48,42,0.05 - 0.14 µm,9.516,1.6503,0.0144,0.0064,0.2206,0.27316,3.0463,0.0417,1.4453,0.0012,0.0014,0.124,0.005,0.091,67.27,0.839,0.3245,0.1467,2.6201,28.2192,0.1533,0.062,0.619,0.0817,0.0084,0.0173,1.2172,0.044,0.0028,0.0001,0.004,0.0,2010-03-26 07:14:48
8408798,2011-09-09 20:57:08,42,1.2 - 3.5 µm,43.44,1.3831,0.008,0.0117,0.2444,0.34949,1.9029,0.3072,0.945,0.0245,0.0004,0.327,0.023,0.45,1311.09,69.2993,0.848,2.2693,22.4223,1785.5442,0.8828,0.496,5.045,1.7382,0.0106,0.0506,26.122,2.239,16.4138,1.4597,0.583,102048.0,2011-09-11 01:17:56
3590224,2011-02-13 06:11:49,42,3.5 - 10 µm,0.974,0.1244,0.0055,0.0003,0.0038,0.06637,0.1485,0.1038,0.0778,0.0075,0.0005,0.118,0.078,0.152,128.26,0.8514,0.65,0.1038,0.5682,15.8426,0.0184,0.027,0.373,0.1178,0.0099,0.0695,0.7545,0.0379,0.0054,0.0365,0.007,27274.0,2011-02-13 13:46:23
3350624,2010-11-30 16:02:44,42,0.14 - 0.42 µm,4.892,0.089,0.04,0.0003,0.0188,0.03076,0.1363,0.054,0.9829,0.0043,0.0009,0.093,0.046,0.368,10.01,0.2815,0.5333,0.412,2.4498,6.284,1.3785,0.18,0.154,0.1693,0.0187,0.0091,0.1036,0.0133,0.1318,0.0058,0.003,27610.0,2010-11-30 23:42:54
3837652,2012-02-17 16:12:41,42,0.42 - 1.2 µm,0.406,0.1429,0.0143,0.0143,0.018,0.13354,0.2349,0.0697,0.0979,0.0013,0.0007,0.104,0.002,0.24,65.77,5.8396,1.1408,0.9748,11.2349,211.644,0.4387,0.536,1.654,0.8323,0.1033,0.0221,0.8526,0.0295,0.0253,0.0211,0.005,11276.0,2012-02-17 19:20:37
8949785,2010-12-23 17:53:38,42,0.14 - 0.42 µm,1.136,0.4294,0.0007,0.0003,0.0205,0.06741,0.5678,0.0193,0.0421,0.003,0.0001,0.099,0.007,0.145,69.72,0.3429,0.0034,0.0367,0.3533,3.0501,0.016,0.031,0.25,0.0258,0.0015,0.0107,0.1845,0.0139,1.0977,0.1181,0.031,64856.0,2010-12-24 11:54:34
6780319,2010-01-11 23:09:19,42,0.05 - 0.14 µm,0.029,0.0085,0.0056,0.0003,0.0031,0.00298,0.0093,0.0023,0.0126,0.0,0.0001,0.029,0.044,0.018,0.0,0.0001,0.0028,0.0031,0.0061,0.0001,0.0214,0.034,0.226,0.0024,0.0051,0.0048,0.0,0.001,0.0024,0.0001,0.003,167301.0,2010-01-13 21:37:40
2440583,2010-07-16 02:19:03,42,0.05 - 0.14 µm,0.114,0.0002,0.0073,0.0003,0.0,0.07547,0.0032,0.0006,0.0377,0.0,0.0,0.068,0.011,0.158,0.35,2.1156,0.4439,0.3405,0.3192,0.5932,0.0521,0.026,0.951,0.0256,0.0017,0.0023,0.0056,0.0078,0.2337,0.0272,0.197,141845.0,2010-07-17 17:43:08
10842318,2011-08-25 09:32:04,42,3.5 - 10 µm,84.819,4.7583,0.0128,0.0623,0.5379,0.89432,8.0541,0.5608,2.6208,0.0572,0.002,0.654,0.049,0.821,1555.73,93.074,0.9294,4.2174,4.4174,1328.3184,0.6388,0.928,3.826,0.9396,0.0555,0.1068,35.1932,2.2522,0.201,1.7787,0.008,0.0,2011-08-25 09:32:04
