,Unnamed: 0.1,Unnamed: 0,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
472,11072142,381,935,2010-10-06 03:04:32,2010-10-06 04:04:32,42,1.2 - 3.5 µm,30.172,0.0145,0.104,0.0568,0.0689,0.00569,0.2599,0.0083,2.4674,0.0044,0.0001,0.635,0.007,0.216,742.69,8.002,4.737,0.3176,7.1689,28.0858,0.0104,0.144,0.882,0.0026,0.0022,0.0052,0.0055,5.8421,0.0638,0.0079,0.003
473,9822180,8,1145,2010-02-13 12:54:51,2010-02-13 13:54:51,42,0.05 - 0.14 µm,0.507,0.0002,0.0292,0.0216,0.0025,0.01874,0.0162,0.0665,0.6636,0.002,0.0001,0.548,0.014,0.259,19.89,0.9359,0.0097,0.0431,1.9806,1680.7986,0.069,0.314,0.335,0.0468,0.0094,0.078,0.151,0.0054,0.0024,0.0071,0.303
474,16121538,39,1265,2012-02-02 10:25:45,2012-02-02 11:25:45,42,0.14 - 0.42 µm,5.071,10.7508,0.0002,0.0005,0.0025,0.0355,0.1709,0.131,2.7379,0.0006,0.0001,0.483,0.048,0.161,4263.17,152.4682,0.0079,0.4208,0.0125,4.9295,0.014,0.166,0.45,0.0508,0.0015,0.0007,9.0223,0.0022,0.0024,0.0137,0.003
475,10134841,549,1247,2011-12-09 08:56:15,2011-12-09 09:56:15,42,3.5 - 10 µm,1.464,0.0,0.0001,0.0201,0.4039,0.00534,8.5005,0.1516,0.7102,0.0001,0.0,0.118,0.01,0.18,15.36,0.4104,0.0022,0.4046,0.006,34.041,0.1872,0.195,1.554,0.0255,0.0033,0.0455,0.0058,47.495,0.9165,0.0009,0.003
476,10062971,24,1525,2011-12-29 10:13:51,2011-12-29 11:13:51,42,0.14 - 0.42 µm,1.245,0.0003,0.0002,0.0003,0.0075,1.79954,2.0996,0.3604,0.6239,0.0535,0.0001,0.583,0.007,0.182,90.6,23.8099,0.0018,1.8786,2.7521,3.1874,0.0976,0.024,0.224,0.004,0.025,0.1279,0.0549,0.0042,1.9168,0.0007,0.004
477,3232548,429,1058,2010-11-09 07:07:29,2010-11-09 08:07:29,42,0.42 - 1.2 µm,28.274,0.0,0.0114,0.0005,0.0053,0.01211,5.4498,0.0427,0.5478,0.0001,0.0001,0.711,0.236,0.041,8542.7,0.6987,0.0529,0.2596,0.006,10.4674,0.01,0.307,0.242,0.4164,0.0052,0.0847,0.0387,0.0125,9.6502,0.0013,0.003
478,8194196,510,887,2011-01-10 21:55:15,2011-12-30 01:44:28,42,1.2 - 3.5 µm,0.324,0.484,0.0026,0.0007,0.0001,0.0069,0.0612,0.2731,0.4406,0.0003,0.0001,0.169,0.008,1.205,1034.43,35.2003,0.792,0.5262,0.4732,1.3203,7.9324,0.144,2.402,0.0548,0.0015,0.0745,1.1092,0.0039,0.5382,0.0031,0.003
479,3321149,182,1155,2010-01-13 06:05:31,2010-01-13 07:05:31,42,0.05 - 0.14 µm,0.125,0.0039,0.0096,0.0003,0.0095,0.00755,0.0084,0.0027,0.2045,0.013,0.0001,0.73,0.02,0.014,20.36,0.9187,0.0029,0.619,0.006,0.7285,0.01,0.06,0.381,0.0059,0.0023,0.0737,0.861,0.4352,0.3941,0.0006,0.072
480,5811412,42,1086,2010-02-07 02:45:53,2010-02-07 03:45:53,42,1.2 - 3.5 µm,1.025,1.6852,0.0465,0.0003,0.113,0.50753,0.4699,0.0238,1.0489,0.0146,0.0001,0.025,0.004,0.707,1963.26,62.3817,4.471,0.6022,8.7336,157.6609,0.0215,0.039,3.315,0.2299,0.0259,0.0005,0.1755,0.4919,0.0024,0.0018,2.013
481,16746305,179,1256,2010-01-16 17:34:19,2011-11-22 04:28:55,42,0.05 - 0.14 µm,26.289,0.6133,0.0194,0.0003,0.5151,0.02106,2.4031,1.3279,0.12,0.0001,0.0001,0.065,0.416,0.479,391.89,0.3451,0.5823,0.5003,0.0066,3.0078,0.0458,0.051,5.75,0.0035,0.0395,0.0201,0.1766,44.3409,0.0041,0.0112,0.009
482,7233710,3,1189,2010-01-25 05:17:12,2010-01-25 06:17:12,42,0.05 - 0.14 µm,2.504,0.0,0.0121,0.0003,1.2297,0.0027,0.1588,0.7382,0.4743,0.0,0.0001,0.552,0.062,0.108,867.96,0.2432,2.8382,0.453,0.0244,1.1149,0.8859,0.024,0.352,3.2234,0.1662,0.0005,0.0122,0.0059,1.0863,0.0414,0.005
483,9299454,257,888,2010-04-23 04:42:35,2010-09-28 05:28:37,42,3.5 - 10 µm,0.049,0.2703,0.0963,0.0006,0.0002,0.03541,0.0047,0.3819,0.3757,0.0162,0.0001,3.079,0.007,0.019,0.33,0.0475,3.6751,0.058,0.1689,275.096,0.0252,0.047,0.495,0.2456,0.0674,0.3122,0.1226,1.4754,44.3277,0.0021,0.003
484,14249224,9,1549,2012-01-16 20:06:05,2012-01-16 21:06:05,42,0.14 - 0.42 µm,10.544,0.0015,0.0312,0.062,0.0175,0.00705,9.025,0.0502,0.0564,0.0,0.0003,0.72,0.088,0.11,14.06,0.0165,0.0214,1.5514,6.6456,4863.9847,1.1692,0.024,0.37,0.0037,0.0016,0.0011,0.089,0.0016,0.0024,0.001,1.623
485,5881323,131,837,2010-02-02 17:01:00,2010-02-02 18:01:00,42,0.42 - 1.2 µm,0.762,0.0835,0.0006,0.0093,0.058,0.00768,0.0089,0.0166,2.9704,0.0612,0.0015,0.324,0.001,0.802,16.72,138.6245,1.7501,5.5498,0.0326,1.801,0.0192,0.041,0.893,0.0026,0.0015,0.0012,7.1297,0.0487,40.3604,0.0008,0.003
486,13907593,1,1498,2010-01-19 17:11:16,2010-02-01 02:20:00,42,3.5 - 10 µm,94.673,0.0,0.0014,0.0415,0.0004,0.00686,0.0609,0.276,0.7842,0.0002,0.0001,0.286,0.014,0.215,858.6,19.6054,0.0974,0.0797,0.0074,3114.301,0.5268,0.069,1.216,0.0286,0.0223,0.0019,0.0179,24.5091,0.0024,0.0006,0.017
487,6297392,124,1381,2012-01-28 00:17:02,2012-01-31 03:22:35,42,0.05 - 0.14 µm,7.768,0.001,0.0361,0.0004,0.0045,0.06928,0.048,0.1036,0.3383,0.0002,0.0059,0.4,0.002,0.559,3.17,0.1893,0.0688,1.0979,0.006,40.2509,0.0107,0.029,0.598,0.0045,0.2325,0.0077,0.001,0.4629,0.0119,0.0008,0.003
488,6904495,7,935,2010-02-18 08:48:12,2011-10-11 18:04:43,42,0.05 - 0.14 µm,90.035,0.0001,0.0003,0.0003,0.1926,0.01994,0.0588,0.0018,1.4202,0.0159,0.0002,0.591,0.005,0.016,7.89,1.0852,0.23,2.6389,6.8295,832.3559,0.4814,0.024,0.7,0.0888,0.0096,0.0372,0.2548,0.0071,0.0024,0.0006,0.788
489,5684977,5,1231,2011-12-25 02:30:29,2012-01-29 20:48:38,42,0.42 - 1.2 µm,74.873,0.0009,0.1218,0.0009,0.0074,0.30791,0.0071,0.1992,0.1838,0.0003,0.0018,0.26,0.004,0.243,64.62,0.0382,0.0018,0.0177,4.791,137.2556,0.0143,0.039,0.793,0.0983,0.0162,0.0002,0.7855,0.0051,9.0923,0.0018,0.007
490,16367937,608,1551,2010-10-06 07:34:55,2011-11-11 17:26:32,42,0.14 - 0.42 µm,31.079,6.217,0.0049,0.0003,0.0109,0.01441,0.3815,0.1292,0.3508,0.0299,0.029,0.27,0.008,0.471,60.33,0.2489,0.796,2.1945,0.0591,9.2837,0.3155,0.249,0.459,1.0295,0.0089,0.0863,0.0539,0.5995,1.1177,0.0012,0.814
491,10530713,18,986,2010-01-16 09:55:09,2011-10-27 08:15:30,42,0.05 - 0.14 µm,58.596,0.0,0.1083,0.0917,0.0094,0.02319,0.4712,0.0163,3.2135,0.0091,0.0002,0.136,0.189,0.138,64.94,0.02,1.6271,1.0524,29.2158,19.4303,0.3027,0.044,0.225,0.0279,0.1426,0.0016,0.0433,0.2697,0.0249,0.0007,0.006
492,324908,191,1280,2011-01-12 20:39:00,2011-01-12 21:39:00,42,0.05 - 0.14 µm,8.288,1.2715,0.0246,0.0514,0.0005,0.0111,0.0495,1.5576,0.3152,0.0004,0.0001,0.735,0.004,0.028,4220.96,0.6526,0.7564,0.8456,0.4693,3383.9708,0.0106,1.217,1.658,0.0405,0.0015,0.0003,0.2393,0.0058,0.0024,0.0031,0.003
493,11909321,65,1103,2010-12-20 18:05:21,2010-12-20 19:05:21,42,3.5 - 10 µm,21.29,0.0072,0.1752,0.0004,0.0002,0.0035,0.0397,0.0071,0.0208,0.0007,0.0008,0.389,0.006,0.455,41.87,0.5037,0.2127,3.5879,0.0728,13.8276,0.1927,0.064,0.044,0.0055,0.0221,0.0012,1.1836,20.631,0.0024,0.073,0.003
494,6154324,6,1148,2010-01-13 21:58:45,2010-10-31 02:17:29,42,0.05 - 0.14 µm,0.41,0.1106,0.0803,0.0723,0.0007,0.04299,0.0338,0.1632,0.2062,0.002,0.002,0.515,0.003,0.366,232.77,0.1222,0.0484,0.3424,0.2556,169.7591,0.0427,0.024,1.384,0.0429,0.187,0.0001,0.0142,0.2221,0.0024,0.0013,0.003
495,13538481,74,1026,2010-01-12 23:43:14,2011-11-02 09:38:30,42,0.42 - 1.2 µm,19.373,0.6539,0.1527,0.1742,0.2252,0.0096,0.0035,0.0008,1.1868,0.0027,0.0001,0.039,0.008,0.038,3514.6,63.0418,0.0088,5.1535,0.006,10.7546,0.4879,0.024,0.444,0.1289,0.0027,0.0805,0.0169,0.0109,0.0024,1.513,0.169
496,6859630,7,1016,2012-02-15 11:01:43,2012-02-15 12:01:43,42,0.05 - 0.14 µm,3.382,0.0119,0.025,0.0003,0.0528,0.00437,7.4113,0.1438,4.0664,0.0,0.0343,0.693,0.018,0.122,422.78,43.5341,0.0362,1.7244,0.0744,1.4391,5.9886,0.031,1.404,0.0831,0.0015,0.0002,0.1907,0.0069,10.7719,0.0035,0.003
497,305642,128,1453,2010-01-26 01:02:43,2010-01-26 02:02:43,42,0.14 - 0.42 µm,10.493,2.1983,0.1889,0.0022,0.003,0.00546,0.0029,0.0212,2.6811,0.0188,0.0002,0.724,0.152,0.159,6.28,310.7575,0.1853,0.8163,0.3596,3.7048,0.01,0.054,1.138,0.1496,0.0015,0.0049,0.0035,0.4763,0.0024,0.0007,0.003
498,2537605,0,1043,2010-09-29 23:32:12,2012-01-06 20:27:17,42,0.05 - 0.14 µm,62.344,1.0191,0.0265,0.017,0.0557,0.01151,2.8941,1.0298,0.2825,0.0019,0.0003,0.474,0.015,0.277,3918.65,0.4498,0.0094,9.3923,174.2654,663.3182,0.4079,0.04,0.25,0.0072,0.0235,0.0013,0.0107,0.0085,0.3951,0.0015,0.003
499,1034235,3,1113,2010-01-27 14:53:25,2010-01-27 15:53:25,42,0.05 - 0.14 µm,0.035,0.0003,0.1652,0.0028,0.4046,0.03062,0.0207,0.0126,0.573,0.0413,0.0001,0.707,0.009,0.016,66.49,77.2573,0.1624,9.0227,0.006,16.5415,0.1227,0.027,0.739,0.0237,0.1311,0.0006,2.1688,1.9387,0.0788,0.0007,2.443
500,11760432,481,1553,2010-01-13 04:06:06,2010-01-16 20:23:57,42,0.05 - 0.14 µm,27.743,0.3878,0.1927,0.0139,0.506,0.00595,8.0904,0.0545,2.4761,0.0008,0.0001,0.175,0.002,0.203,7888.73,2.2987,10.8285,5.3525,34.0054,2889.8137,0.01,0.024,0.99,0.0371,0.042,0.0708,0.0131,3.9524,56.7419,0.0054,0.003
501,8827539,38,1540,2010-01-19 03:42:50,2011-12-13 20:25:53,42,3.5 - 10 µm,0.714,0.6267,0.0028,0.0003,0.0155,0.00851,0.0922,0.0457,0.9178,0.0009,0.0001,0.058,0.008,0.109,14.93,0.3269,0.484,1.5825,10.4269,261.4658,0.0126,0.025,0.943,0.0042,0.003,0.0005,0.0157,0.024,1.6109,0.0555,0.003
502,9604648,1,1036,2010-02-06 23:51:17,2010-02-07 00:51:17,42,3.5 - 10 µm,0.551,0.0005,0.0318,0.0825,0.134,0.01193,0.021,0.1184,0.158,0.0059,0.0001,0.198,0.01,0.142,3.54,0.5133,0.1677,1.3382,0.006,6.3132,0.3071,0.024,0.734,0.1206,0.0998,0.0093,1.2868,0.3686,332.922,0.0017,0.003
503,33931,8,1518,2010-01-14 00:21:26,2010-01-15 11:00:35,42,0.42 - 1.2 µm,0.048,0.0015,0.0068,0.0877,0.0691,2.3388,9.4386,0.0462,0.0765,0.0046,0.0001,0.604,0.004,0.08,95.06,0.0026,0.0088,0.686,0.006,16121.3905,0.0755,0.19,0.44,0.002,0.0017,0.02,0.0452,5.4101,39.0711,0.0012,0.303
504,15887517,399,1263,2010-01-15 19:27:07,2010-01-15 20:27:07,42,0.14 - 0.42 µm,1.351,0.0009,0.0161,0.0102,0.0179,0.04263,1.8011,0.0317,2.5658,0.0333,0.0001,0.215,0.004,0.088,25.56,22.3616,0.0036,0.9601,1.451,24.8986,2.7065,0.026,1.666,0.0138,0.1681,0.2114,0.0417,0.7741,332.922,0.0596,0.003
505,7096504,11,1427,2010-01-15 03:47:31,2011-03-03 07:54:20,42,0.42 - 1.2 µm,1.965,0.6975,0.0061,0.2412,0.0043,0.00872,2.4712,0.2725,2.4861,0.0005,0.0001,0.886,0.007,0.377,11.19,0.1628,0.0406,0.791,99.4682,1.3195,0.01,0.108,0.145,0.0203,0.0125,0.0242,0.0286,0.0028,11.9247,0.3437,0.051
506,6895245,58,1264,2010-12-10 20:30:47,2010-12-10 21:30:47,42,0.14 - 0.42 µm,0.108,0.475,0.0072,0.001,0.0748,0.07571,0.007,1.0104,0.0254,0.0003,0.0224,0.177,0.433,0.003,443.76,0.0281,0.0118,1.7163,7.3677,3198.6305,0.1884,0.024,1.101,0.0043,0.0075,0.0519,0.0508,0.0113,0.0024,0.0009,0.022
507,4040099,82,1506,2011-01-06 11:53:58,2012-01-31 17:07:08,42,0.05 - 0.14 µm,0.216,0.0431,0.0256,0.0003,0.2214,0.0036,0.021,0.0022,0.5726,0.0001,0.0047,0.041,0.008,0.081,1.64,205.2572,1.0311,0.029,21.6038,968.2833,0.0167,0.03,0.912,0.0183,0.0045,0.0572,0.8122,0.1074,0.0219,0.003,0.009
508,3347962,162,1514,2012-01-22 08:14:00,2012-01-22 09:14:00,42,3.5 - 10 µm,475.947,0.1217,0.0059,0.0004,0.0244,0.0027,7.0781,0.3811,0.4201,0.0,0.0001,0.768,0.004,0.941,39.7,935.36,0.7171,5.8554,26.3079,0.0788,0.248,0.024,0.231,0.4746,0.0092,0.0854,11.4982,0.002,3.6484,0.3927,0.003
509,6727149,493,1547,2012-02-13 11:42:38,2012-02-13 12:42:38,42,1.2 - 3.5 µm,47.521,0.0,0.2052,0.1285,0.1309,0.0027,5.3994,0.0019,0.3229,0.0016,0.0096,2.097,0.015,1.084,0.43,0.1269,32.426,0.1309,0.0395,50.0031,0.0333,0.038,0.924,0.0027,0.0788,0.0794,1.3577,1.7307,0.2317,0.0015,0.005
510,9883564,155,886,2011-01-01 06:00:58,2011-01-01 07:00:58,42,0.42 - 1.2 µm,3.547,0.0001,0.0003,0.0089,0.1367,0.00701,2.4842,0.8384,0.777,0.0146,0.0001,2.409,0.004,0.115,419.35,45.6332,8.0418,2.4614,1.1324,255.549,0.0426,0.467,0.884,0.0699,0.0109,0.0202,1.0197,0.0011,34.5875,0.0022,0.005
511,11735071,129,1121,2010-11-09 18:05:39,2010-11-09 19:05:39,42,0.14 - 0.42 µm,5.08,2.1797,0.0008,0.037,0.0246,0.01767,1.6447,0.0059,0.4758,0.0001,0.0001,0.131,0.007,0.211,93.85,0.0332,1.0244,5.8204,8.0798,3.8834,0.5748,0.067,0.382,0.005,0.0219,0.1732,0.005,0.1134,0.0024,0.0083,0.003
512,7522987,439,1388,2010-01-16 21:04:00,2010-01-16 22:04:00,42,1.2 - 3.5 µm,48.622,0.0,0.0024,0.0005,0.0422,1.28738,0.8143,0.0079,0.8292,0.0,0.0001,0.713,0.015,0.088,0.06,0.1284,0.5358,0.0102,0.0061,539.5255,0.0678,0.024,0.613,0.0054,0.0614,0.0602,0.0008,1.424,0.0072,0.0008,0.099
513,8404548,18,1546,2010-12-23 13:29:45,2010-12-23 14:29:45,42,0.14 - 0.42 µm,2.324,0.175,0.0096,0.3025,0.4132,0.02196,0.0344,0.0252,1.8157,0.0371,0.0001,0.376,0.004,0.413,5225.16,43.4338,1.5766,0.9747,0.1329,1298.081,0.2437,0.053,0.927,0.0301,0.0353,0.0032,0.0714,0.0017,23.3329,0.0008,0.003
514,16699270,128,1109,2010-01-12 22:56:51,2011-01-06 13:05:35,42,0.14 - 0.42 µm,60.333,8.3773,0.0033,0.0164,0.0246,1.27986,0.0038,0.3999,0.1279,0.0003,0.0002,0.223,0.003,0.363,668.34,0.7657,0.0494,1.3275,282.025,2.2799,0.1125,0.033,0.454,0.0261,0.0132,0.0059,0.0108,0.075,332.922,0.0009,5.471
515,1722923,0,1233,2011-10-28 02:32:36,2012-01-20 22:08:29,42,0.14 - 0.42 µm,2.723,0.0002,0.0001,0.1342,0.0002,0.13911,15.2892,0.008,1.1023,0.0356,0.0002,3.427,0.013,1.006,39.43,0.2207,0.1275,0.7158,0.0912,1562.3808,0.9836,0.14,0.167,0.0029,0.0081,0.0005,0.0447,0.0042,9.8151,0.0015,0.003
516,513489,3,1417,2010-02-05 09:00:25,2011-01-15 09:58:48,42,0.42 - 1.2 µm,0.262,0.008,0.0049,0.0003,0.0876,0.26431,0.0067,0.178,0.3922,0.0038,0.0001,2.065,0.009,0.636,90.3,1259.1914,0.3121,4.5205,140.3547,2839.7196,0.3658,0.049,1.204,0.058,0.0022,0.0593,0.0018,0.2441,0.0372,0.0072,0.003
517,14503890,516,1514,2011-12-07 14:31:28,2011-12-07 15:31:28,42,0.42 - 1.2 µm,0.029,0.0144,0.0033,0.0003,0.2191,0.06845,0.0046,0.0948,0.1479,0.0001,0.0002,0.318,0.002,0.199,8.33,450.8003,0.201,0.2203,22.1546,6074.1221,0.0127,0.048,0.513,0.0026,0.0066,0.0107,0.0105,1.7165,0.4003,0.0016,0.003
518,2606030,5,1374,2011-04-15 23:27:44,2011-04-16 00:27:44,42,0.05 - 0.14 µm,5.917,0.0002,0.0004,0.0029,0.0741,0.9593,1.6808,0.1506,0.9115,0.0107,0.0003,0.263,0.011,0.022,3847.37,18.2214,0.0054,7.3996,1.2616,0.9822,0.4677,0.278,0.205,1.4714,0.0062,0.0401,0.0452,0.0013,62.7993,0.001,0.005
519,12375188,4,975,2011-01-20 01:53:19,2011-01-20 02:53:19,42,0.42 - 1.2 µm,44.988,0.001,0.0015,0.001,0.0855,0.00564,19.6003,0.2788,2.7495,0.0015,0.0442,0.215,0.054,0.322,429.63,0.1989,0.0018,1.3857,0.6788,7.3218,0.0353,0.216,1.015,0.0184,0.0381,0.0407,0.0645,1.1898,1.8275,5.2588,0.007
520,15679845,60,988,2010-01-17 07:29:34,2010-01-17 08:29:34,42,0.05 - 0.14 µm,32.808,0.0,0.0388,0.0214,0.009,0.0049,0.0033,0.0051,2.1094,0.0029,0.0002,0.024,0.003,1.19,11.89,7.4144,0.0018,1.2668,0.3479,490.7513,0.0591,0.024,1.296,0.0037,0.5405,0.0078,0.0017,0.0066,0.8235,0.0006,0.085
521,7166574,13,1173,2010-02-04 22:58:18,2010-12-10 18:56:05,42,0.42 - 1.2 µm,87.823,0.0085,0.0061,0.007,0.0059,0.12858,0.0922,0.098,0.5029,0.0009,0.0001,0.462,0.011,0.064,173.75,18.428,0.0043,6.0897,0.6223,19348.59,0.0319,0.115,0.991,0.0194,0.0378,0.0468,0.0067,6.3699,0.0024,0.0307,0.051
522,4222376,148,1017,2011-04-09 12:24:56,2011-12-09 03:30:03,42,1.2 - 3.5 µm,2.684,0.0266,0.0161,0.0044,0.0118,0.0027,0.0092,0.0121,0.3827,0.0163,0.0005,0.979,0.003,0.043,3.45,0.0097,2.2921,0.6831,0.6551,4.7602,0.0151,0.025,0.252,0.002,0.0016,0.0001,0.0009,0.0208,0.0024,0.0017,0.066
523,1934057,0,909,2011-12-22 10:35:47,2011-12-22 11:35:47,42,1.2 - 3.5 µm,97.265,0.0827,0.0119,0.0003,0.8738,1.10178,0.1335,0.5477,0.2763,0.0013,0.0002,0.444,0.028,0.078,594.58,0.6248,0.1116,1.851,0.4008,117.9751,0.7253,0.024,0.869,0.103,0.0023,0.0269,0.6411,0.0393,0.0024,0.037,0.027
524,12146711,12,912,2010-01-27 18:42:32,2010-01-27 19:42:32,42,0.05 - 0.14 µm,0.483,1.5588,0.0045,0.0062,0.0152,0.01223,2.4284,0.5337,0.2967,0.0383,0.0093,2.534,0.009,1.624,20.46,527.2525,0.0359,2.4582,0.3031,7.1905,0.01,0.306,0.924,0.0599,0.0152,0.0436,0.0776,15.9147,0.2215,0.0214,0.003
525,15454734,9,935,2010-11-29 14:29:01,2010-11-29 15:29:01,42,0.05 - 0.14 µm,110.214,2.2066,0.0669,0.0013,0.0225,0.0027,2.1764,0.0033,0.2683,0.0131,0.0002,0.681,0.007,0.016,127.38,0.0143,32.426,8.0628,0.0216,0.4665,0.104,0.258,0.307,0.0031,0.0148,0.0005,0.0066,0.0114,0.5498,0.0009,0.67
526,8119619,145,1079,2010-02-01 05:13:27,2010-02-01 06:13:27,42,0.05 - 0.14 µm,0.317,0.0365,0.1474,0.0175,0.2167,0.00392,0.0085,0.0019,3.3951,0.0068,0.0001,0.515,0.006,0.027,3212.05,34.0668,32.426,1.3415,0.0603,284.3276,0.0988,0.377,2.489,0.024,0.0181,0.0376,0.002,5.1284,210.0979,0.0028,0.114
527,15911048,183,1191,2010-01-13 13:14:25,2011-10-01 10:30:02,42,0.05 - 0.14 µm,17.911,0.0,0.1374,0.0425,0.0706,0.0027,0.01,0.3815,1.8097,0.0008,0.0001,2.024,0.131,0.207,337.82,1.8845,0.9582,5.1863,27.7562,421.8478,0.0108,0.069,4.256,0.0084,0.0051,0.0003,0.1199,0.6977,0.0024,0.0007,0.004
528,3601945,35,1165,2010-01-16 19:38:19,2010-01-16 20:38:19,42,0.42 - 1.2 µm,14.141,0.0022,0.0052,0.0003,0.0719,0.06491,2.1086,0.6307,0.0647,0.0,0.0002,0.816,0.004,0.263,15.47,0.1922,0.2785,1.585,0.8401,14.1851,0.5444,0.228,0.715,0.0021,0.0175,0.0023,0.7695,0.4367,0.0024,0.0083,0.131
529,4877013,9,1418,2010-11-19 03:34:07,2010-11-19 04:34:07,42,0.42 - 1.2 µm,2.958,0.0001,0.073,0.0067,0.5925,0.01853,0.0872,1.352,4.3671,0.0004,0.0001,0.252,0.006,0.38,21.36,9.1029,0.5458,1.8825,0.006,8.808,0.01,0.148,2.15,0.0143,0.0972,0.004,2.6068,0.139,8.1851,0.0008,0.003
530,14648921,10,1325,2010-03-07 02:53:14,2010-03-07 03:53:14,42,0.14 - 0.42 µm,2.099,8.5646,0.1598,0.1156,0.0057,0.00304,0.0667,0.0211,0.2704,0.0001,0.0069,0.25,0.008,0.14,39.48,0.2996,0.0019,1.4844,202.5341,5.5464,0.1468,0.111,0.436,0.0035,0.0015,0.002,0.0119,1.287,58.6102,18.2027,0.034
531,14714173,1,1197,2010-12-22 07:10:24,2010-12-22 08:10:24,42,0.14 - 0.42 µm,78.926,0.0,0.0016,0.0005,0.2951,0.0027,0.2572,0.0093,0.0236,0.0045,0.0002,0.293,0.076,0.023,12.55,215.2436,21.7869,0.8344,39.3499,0.0198,0.0315,0.083,0.897,0.095,0.0737,0.0006,0.1135,0.0066,0.0024,0.0008,0.003
532,8756394,19,1551,2011-02-08 22:26:19,2011-02-08 23:26:19,42,0.05 - 0.14 µm,34.447,0.0216,0.0004,0.0061,0.02,0.48397,0.0111,0.0085,0.3571,0.0012,0.0001,0.189,0.011,0.073,761.81,0.0948,0.0543,1.4615,282.025,1863.1517,0.0868,0.024,1.996,0.2548,0.0103,0.0147,0.0249,0.4577,0.0129,0.0019,0.05
533,13000119,83,1511,2012-01-03 11:16:28,2012-01-03 12:16:28,42,0.42 - 1.2 µm,12.054,0.0002,0.0019,0.0249,0.0606,0.11686,0.003,0.0029,1.2964,0.0005,0.0001,0.315,0.002,3.433,40.77,0.0105,9.1352,7.2289,0.4235,982.6236,0.0626,0.024,0.69,0.0265,0.0238,0.0141,0.0613,0.0044,0.0024,0.0006,0.279
534,12514510,0,1005,2010-01-25 23:34:53,2010-01-26 00:34:53,42,3.5 - 10 µm,0.056,0.0,0.0013,0.2518,0.0243,0.00695,0.1702,0.005,0.7017,0.005,0.0001,1.798,0.008,0.184,2442.87,27.4092,0.0021,0.3608,4.1122,52.5709,0.0937,0.708,1.585,0.0028,0.0015,0.0005,0.0074,3.1581,0.7805,0.0005,0.646
535,12947964,0,1461,2011-01-02 09:24:39,2011-01-02 10:24:39,42,0.05 - 0.14 µm,19.035,0.3309,0.0345,0.0003,0.0001,0.00276,2.3861,1.9282,0.8923,0.0041,0.0003,3.431,0.082,0.232,692.74,0.003,0.0354,1.7615,128.01,4.2239,0.0411,0.025,1.055,0.0023,0.0042,0.0073,0.1833,0.0074,14.0047,0.0028,0.003
536,12742924,63,982,2010-01-14 19:53:16,2010-02-12 17:28:31,42,1.2 - 3.5 µm,2.324,0.0123,0.0002,0.0175,0.428,0.0027,3.6883,1.1226,1.2389,0.0058,0.0138,1.671,0.211,0.057,3432.13,0.0829,2.0187,0.545,0.3068,904.5048,0.01,0.026,0.853,0.0061,0.0265,0.4199,0.0091,4.8187,0.051,0.0004,0.003
537,13175832,9,1490,2010-01-14 03:09:46,2010-01-29 21:36:46,42,0.14 - 0.42 µm,37.682,0.0214,0.022,0.0067,0.0536,0.00618,2.079,0.2918,0.2974,0.0001,0.0002,0.282,0.249,0.756,3.27,0.0475,0.4037,0.3343,0.0568,1405.1975,0.01,0.027,0.786,0.0164,0.0015,0.0009,0.0019,0.0652,35.998,0.0007,0.003
538,3150439,401,1539,2010-01-19 15:16:50,2010-12-04 15:24:51,42,1.2 - 3.5 µm,21.53,0.0067,0.15,0.0003,1.6546,0.01291,4.7548,0.0146,0.3847,0.0013,0.004,0.171,0.003,0.021,6.34,0.4643,0.6036,0.2855,0.006,61.143,0.019,0.041,0.853,0.0028,0.0018,0.001,0.0023,0.0035,0.0024,0.0642,0.008
539,7156607,9,1407,2012-01-08 18:59:44,2012-01-08 19:59:44,42,0.42 - 1.2 µm,2.423,0.0003,0.0127,0.0003,0.105,0.16348,13.6577,0.0015,0.0648,0.0001,0.0001,0.361,0.066,0.196,241.69,145.3669,32.426,0.3327,0.0065,6.68,0.0655,0.292,0.972,0.0026,0.0297,0.1109,0.0035,0.0018,7.844,0.0011,0.264
540,8922591,49,953,2010-03-19 18:28:26,2011-11-13 09:49:50,42,1.2 - 3.5 µm,3.798,4.7446,0.155,0.0064,0.0032,0.02998,0.0756,1.1073,1.07,0.0005,0.0001,2.936,0.05,0.012,11.83,3.4768,0.4679,2.468,0.4393,117.7354,0.0446,0.082,4.732,0.0979,0.0738,0.0232,0.2574,0.0016,4.5414,0.001,0.043
